id,result,label
1149,Probabilistic Methods,3
1150,Neural Networks,2
1151,Probabilistic Methods,3
1152,Reinforcement Learning,4
1153,Reinforcement Learning,4
1154,Neural Networks,2
1155,Neural Networks,2
1156,Case Based,0
1157,Reinforcement Learning,4
1158,Genetic Algorithms,1
1159,Probabilistic Methods,3
1160,Case Based,0
1161,Neural Networks,2
1162,Reinforcement Learning,4
1163,Theory,6
1164,Neural Networks,2
1165,Theory,6
1166,Probabilistic Methods,3
1167,Rule Learning,5
1168,Rule Learning,5
1169,Neural Networks,2
1170, Theory,6
1171,Probabilistic Methods,3
1172,Case Based,0
1173,Neural Networks,2
1174, Case Based,0
1175,Probabilistic Methods,3
1176,Probabilistic Methods,3
1177,Probabilistic Methods,3
1178,Reinforcement Learning,4
1179,Rule Learning,5
1180,Genetic Algorithms,1
1181,Rule Learning,5
1182,Rule Learning,5
1183,Rule Learning,5
1184,Rule Learning,5
1185,Probabilistic Methods,3
1186,Probabilistic Methods,3
1187,Case Based,0
1188,Case Based,0
1189,Neural Networks,2
1190, Theory,6
1191, Probabilistic Methods,3
1192,Probabilistic Methods,3
1193,Genetic Algorithms,1
1194,Reinforcement Learning,4
1195,Probabilistic Methods,3
1196,Genetic Algorithms,1
1197,Reinforcement Learning,4
1198,Case Based,0
1199,Neural Networks,2
1200,Probabilistic Methods,3
1201, Case Based,0
1202,Reinforcement Learning,4
1203,Probabilistic Methods,3
1204,Case Based,0
1205,Neural Networks,2
1206,Reinforcement Learning,4
1207,Reinforcement Learning,4
1208,Reinforcement Learning,4
1209,Case Based,0
1210,Neural Networks,2
1211,Probabilistic Methods,3
1212,Probabilistic Methods,3
1213,Probabilistic Methods,3
1214,Neural Networks,2
1215,Probabilistic Methods,3
1216,Neural Networks,2
1217,Probabilistic Methods,3
1218,Case Based,0
1219,Probabilistic Methods,3
1220,Case Based,0
1221,Probabilistic Methods,3
1222,Case Based,0
1223,Probabilistic Methods,3
1224,Probabilistic Methods,3
1225,Probabilistic Methods,3
1226,Rule Learning,5
1227,Rule Learning,5
1228,Case Based,0
1229,Neural Networks,2
1230,Reinforcement Learning,4
1231,Probabilistic Methods,3
1232,Case Based,0
1233,Neural Networks,2
1234,Reinforcement Learning,4
1235,Probabilistic Methods,3
1236,Theory,6
1237,Rule Learning,5
1238,Neural Networks,2
1239,Probabilistic Methods,3
1240,Reinforcement Learning,4
1241,Probabilistic Methods,3
1242,Probabilistic Methods,3
1243,Neural Networks,2
1244,Neural Networks,2
1245,Genetic Algorithms,1
1246,Reinforcement Learning,4
1247,Probabilistic Methods,3
1248,Probabilistic Methods,3
1249,Neural Networks,2
1250,Neural Networks,2
1251,Genetic Algorithms,1
1252,Neural Networks,2
1253,Genetic Algorithms,1
1254,Neural Networks,2
1255,Reinforcement Learning,4
1256,Probabilistic Methods,3
1257,Reinforcement Learning,4
1258,Genetic Algorithms,1
1259,Reinforcement Learning,4
1260,Reinforcement Learning,4
1261,Case Based,0
1262,Neural Networks,2
1263,Case Based,0
1264,Reinforcement Learning,4
1265,Case Based,0
1266,Case Based,0
1267,Rule Learning,5
1268,Case Based,0
1269,Case Based,0
1270,Reinforcement Learning,4
1271,Probabilistic Methods,3
1272,Probabilistic Methods,3
1273,Reinforcement Learning,4
1274,Case Based,0
1275,Case Based,0
1276,Rule Learning,5
1277,Rule Learning,5
1278,Probabilistic Methods,3
1279,Case Based,0
1280,Neural Networks,2
1281,Neural Networks,2
1282,Neural Networks,2
1283,Genetic Algorithms,1
1284,Neural Networks,2
1285,Case Based,0
1286,Reinforcement Learning,4
1287,Neural Networks,2
1288,Case Based,0
1289,Probabilistic Methods,3
1290,Probabilistic Methods,3
1291, Case Based,0
1292,Neural Networks,2
1293,Case Based,0
1294,Probabilistic Methods,3
1295,Probabilistic Methods,3
1296,Case Based,0
1297,Probabilistic Methods,3
1298,Probabilistic Methods,3
1299,Probabilistic Methods,3
1300,Probabilistic Methods,3
1301,Probabilistic Methods,3
1302,Case Based,0
1303,Case Based,0
1304,Genetic Algorithms,1
1305,Neural Networks,2
1306,Neural Networks,2
1307,Reinforcement Learning,4
1308,Neural Networks,2
1309,Case Based,0
1310,Probabilistic Methods,3
1311, Bayesian,6
1312,Case Based,0
1313,Rule Learning,5
1314,Rule Learning,5
1315,Probabilistic Methods,3
1316,Probabilistic Methods,3
1317,Neural Networks,2
1318,Reinforcement Learning,4
1319,Case Based,0
1320,Reinforcement Learning,4
1321,Probabilistic Methods,3
1322,Reinforcement Learning,4
1323,Probabilistic Methods,3
1324,Reinforcement Learning,4
1325,Probabilistic Methods,3
1326,Probabilistic Methods,3
1327,Theory,6
1328,Theory,6
1329,Probabilistic Methods,3
1330,Case Based,0
1331,Probabilistic Methods,3
1332,Case Based,0
1333,Case Based,0
1334,Probabilistic Methods,3
1335,Genetic Algorithms,1
1336,Case Based,0
1337,Genetic Algorithms,1
1338,Case Based,0
1339,Neural Networks,2
1340,Reinforcement Learning,4
1341,Probabilistic Methods,3
1342,Reinforcement Learning,4
1343,Case Based,0
1344,Genetic Algorithms,1
1345,Neural Networks,2
1346,Case Based,0
1347,Probabilistic Methods,3
1348,Probabilistic Methods,3
1349,Reinforcement Learning,4
1350,Reinforcement Learning,4
1351,The selected label is: Theory,6
1352,Case Based,0
1353,Rule Learning,5
1354,Rule Learning,5
1355,Probabilistic Methods,3
1356,Probabilistic Methods,3
1357,Genetic Algorithms,1
1358,Case Based,0
1359,Theory,6
1360,Rule Learning,5
1361,Neural Networks,2
1362,Theory,6
1363,Probabilistic Methods,3
1364,Probabilistic Methods,3
1365,Reinforcement Learning,4
1366,Reinforcement Learning,4
1367,Genetic Algorithms,1
1368,Rule Learning,5
1369,Reinforcement Learning,4
1370,Theory,6
1371,Probabilistic Methods,3
1372,Theory,6
1373,Neural Networks,2
1374,Neural Networks,2
1375,Rule Learning,5
1376,Case Based,0
1377,Neural Networks,2
1378,Neural Networks,2
1379,Reinforcement Learning,4
1380,Reinforcement Learning,4
1381,Reinforcement Learning,4
1382,Probabilistic Methods,3
1383,Neural Networks,2
1384,Neural Networks,2
1385,Reinforcement Learning,4
1386,Probabilistic Methods,3
1387,Rule Learning,5
1388,Case Based,0
1389,Neural Networks,2
1390,Reinforcement Learning,4
1391,Case Based,0
1392,Probabilistic Methods,3
1393,Probabilistic Methods,3
1394,Case Based,0
1395,Case Based,0
1396,Case Based,0
1397,Case Based,0
1398,Neural Networks,2
1399,"The selected label is:

Case Based",0
1400,Probabilistic Methods,3
1401,Reinforcement Learning,4
1402,Theory,6
1403,Probabilistic Methods,3
1404,Rule Learning,5
1405,Probabilistic Methods,3
1406,Reinforcement Learning,4
1407,Neural Networks,2
1408,Rule Learning,5
1409,Rule Learning,5
1410,Case Based,0
1411,Genetic Algorithms,1
1412,Neural Networks,2
1413,Probabilistic Methods,3
1414,Rule Learning,5
1415,Rule Learning,5
1416,Reinforcement Learning,4
1417,Reinforcement Learning,4
1418,Reinforcement Learning,4
1419,Reinforcement Learning,4
1420,Theory,6
1421,Case Based,0
1422,Reinforcement Learning,4
1423,Probabilistic Methods,3
1424,Probabilistic Methods,3
1425,Reinforcement Learning,4
1426,Neural Networks,2
1427,Neural Networks,2
1428,Reinforcement Learning,4
1429,Reinforcement Learning,4
1430,Neural Networks,2
1431,Neural Networks,2
1432,Probabilistic Methods,3
1433,Neural Networks,2
1434,Probabilistic Methods,3
1435,Case Based,0
1436,Reinforcement Learning,4
1437,Reinforcement Learning,4
1438,Probabilistic Methods,3
1439,Probabilistic Methods,3
1440,Probabilistic Methods,3
1441,Rule Learning,5
1442,Probabilistic Methods,3
1443,Reinforcement Learning,4
1444,Neural Networks,2
1445,Probabilistic Methods,3
1446,Probabilistic Methods,3
1447, Probabilistic Methods,3
1448,Genetic Algorithms,1
1449,Reinforcement Learning,4
1450,Case Based,0
1451,Reinforcement Learning,4
1452,Reinforcement Learning,4
1453,Probabilistic Methods,3
1454,Reinforcement Learning,4
1455,Rule Learning,5
1456,Probabilistic Methods,3
1457,Probabilistic Methods,3
1458,Probabilistic Methods,3
1459,Genetic Algorithms,1
1460,Probabilistic Methods,3
1461,Reinforcement Learning,4
1462,Probabilistic Methods,3
1463,Theory,6
1464,Case Based,0
1465,Probabilistic Methods,3
1466,Neural Networks,2
1467,Case Based,0
1468,Case Based,0
1469,Probabilistic Methods,3
1470,Rule Learning,5
1471,Neural Networks,2
1472,Case Based,0
1473,Probabilistic Methods,3
1474,Reinforcement Learning,4
1475,Case Based,0
1476, Theory,6
1477,Probabilistic Methods,3
1478,Rule Learning,5
1479, Case Based,0
1480, Case Based,0
1481,Case Based,0
1482,Case Based,0
1483,Neural Networks,2
1484,Reinforcement Learning,4
1485,Theory,6
1486,Neural Networks,2
1487, Theory,6
1488,Probabilistic Methods,3
1489,Probabilistic Methods,3
1490,Genetic Algorithms,1
1491,Reinforcement Learning,4
1492,Neural Networks,2
1493,Reinforcement Learning,4
1494,Case Based,0
1495,Case Based,0
1496,Probabilistic Methods,3
1497,Reinforcement Learning,4
1498,Case Based,0
1499,Neural Networks,2
1500,Reinforcement Learning,4
1501,Theory,6
1502,Probabilistic Methods,3
1503,Probabilistic Methods,3
1504, Theory,6
1505, Case Based,0
1506,Genetic Algorithms,1
1507,Case Based,0
1508,Reinforcement Learning,4
1509,Neural Networks,2
1510,Reinforcement Learning,4
1511,Reinforcement Learning,4
1512,Genetic Algorithms,1
1513,Neural Networks,2
1514,Probabilistic Methods,3
1515,Case Based,0
1516,Reinforcement Learning,4
1517,Case Based,0
1518,Reinforcement Learning,4
1519,Reinforcement Learning,4
1520,Neural Networks,2
1521,Case Based,0
1522,Reinforcement Learning,4
1523,Genetic Algorithms,1
1524,Case Based,0
1525,Case Based,0
1526,Case Based,0
1527,Case Based,0
1528,Neural Networks,2
1529,Reinforcement Learning,4
1530,Reinforcement Learning,4
1531,Reinforcement Learning,4
1532,Reinforcement Learning,4
1533,Reinforcement Learning,4
1534,Reinforcement Learning,4
1535,Case Based,0
1536,Case Based,0
1537,Rule Learning,5
1538,Rule Learning,5
1539,Theory,6
1540,Case Based,0
1541,Probabilistic Methods,3
1542,Probabilistic Methods,3
1543,Rule Learning,5
1544,Neural Networks,2
1545,Reinforcement Learning,4
1546,Neural Networks,2
1547,Neural Networks,2
1548,Probabilistic Methods,3
1549,Rule Learning,5
1550,Neural Networks,2
1551,Genetic Algorithms,1
1552,Genetic Algorithms,1
1553,Rule Learning,5
1554,Probabilistic Methods,3
1555,Rule Learning,5
1556,Case Based,0
1557,Neural Networks,2
1558,Probabilistic Methods,3
1559,Reinforcement Learning,4
1560,Genetic Algorithms,1
1561,Genetic Algorithms,1
1562,Neural Networks,2
1563,Probabilistic Methods,3
1564,Genetic Algorithms,1
1565,Neural Networks,2
1566,Neural Networks,2
1567,Probabilistic Methods,3
1568,Neural Networks,2
1569,Reinforcement Learning,4
1570,Probabilistic Methods,3
1571,Case Based,0
1572,Genetic Algorithms,1
1573,Probabilistic Methods,3
1574,Probabilistic Methods,3
1575,Reinforcement Learning,4
1576,Probabilistic Methods,3
1577,Probabilistic Methods,3
1578,Rule Learning,5
1579,Rule Learning,5
1580,Case Based,0
1581,Probabilistic Methods,3
1582,Probabilistic Methods,3
1583,Rule Learning,5
1584,Genetic Algorithms,1
1585,Reinforcement Learning,4
1586,Genetic Algorithms,1
1587,Case Based,0
1588,Case Based,0
1589,Neural Networks,2
1590,Case Based,0
1591,Probabilistic Methods,3
1592,Case Based,0
1593,Theory,6
1594, Theory,6
1595,Case Based,0
1596,Neural Networks,2
1597,Probabilistic Methods,3
1598,Probabilistic Methods,3
1599,Neural Networks,2
1600,Probabilistic Methods,3
1601,Neural Networks,2
1602,Case Based,0
1603,Genetic Algorithms,1
1604,Neural Networks,2
1605,Probabilistic Methods,3
1606,Neural Networks,2
1607,Probabilistic Methods,3
1608,Probabilistic Methods,3
1609,Genetic Algorithms,1
1610,Neural Networks,2
1611,Reinforcement Learning,4
1612,Neural Networks,2
1613,Probabilistic Methods,3
1614,Reinforcement Learning,4
1615,Probabilistic Methods,3
1616,The selected label is: Theory,6
1617,Neural Networks,2
1618,Reinforcement Learning,4
1619,Rule Learning,5
1620,Neural Networks,2
1621,Probabilistic Methods,3
1622,Genetic Algorithms,1
1623,Genetic Algorithms,1
1624,Genetic Algorithms,1
1625, Rule Learning,5
1626,Reinforcement Learning,4
1627,Neural Networks,2
1628,Case Based,0
1629,Neural Networks,2
1630,Rule Learning,5
1631,Case Based,0
1632,Neural Networks,2
1633,Probabilistic Methods,3
1634,Reinforcement Learning,4
1635,Case Based,0
1636,Probabilistic Methods,3
1637,Theory,6
1638,Genetic Algorithms,1
1639,Reinforcement Learning,4
1640,Genetic Algorithms,1
1641,Probabilistic Methods,3
1642,Neural Networks,2
1643,Reinforcement Learning,4
1644,Case Based,0
1645,Case Based,0
1646,Neural Networks,2
1647,Theory,6
1648,Neural Networks,2
1649,Case Based,0
1650,Rule Learning,5
1651,Genetic Algorithms,1
1652,Case Based,0
1653,Reinforcement Learning,4
1654,Reinforcement Learning,4
1655,Case Based,0
1656,Genetic Algorithms,1
1657,Probabilistic Methods,3
1658,Case Based,0
1659,Neural Networks,2
1660,Case Based,0
1661,Case Based,0
1662,Probabilistic Methods,3
1663,Probabilistic Methods,3
1664,Probabilistic Methods,3
1665,Probabilistic Methods,3
1666,Reinforcement Learning,4
1667,Case Based,0
1668,Case Based,0
1669,Reinforcement Learning,4
1670,Genetic Algorithms,1
1671,Reinforcement Learning,4
1672,Case Based,0
1673,Reinforcement Learning,4
1674,Theory,6
1675,Theory,6
1676,The selected label is: Theory,6
1677,Reinforcement Learning,4
1678,Neural Networks,2
1679,Probabilistic Methods,3
1680,Case Based,0
1681,Case Based,0
1682,Reinforcement Learning,4
1683, Theory,6
1684,Probabilistic Methods,3
1685,Neural Networks,2
1686,Reinforcement Learning,4
1687,Neural Networks,2
1688,Reinforcement Learning,4
1689,Neural Networks,2
1690,Reinforcement Learning,4
1691,Probabilistic Methods,3
1692,Probabilistic Methods,3
1693,Case Based,0
1694,Neural Networks,2
1695,Case Based,0
1696,Case Based,0
1697,Probabilistic Methods,3
1698,Theory,6
1699,Genetic Algorithms,1
1700,Rule Learning,5
1701,Probabilistic Methods,3
1702,Reinforcement Learning,4
1703,Reinforcement Learning,4
1704,Probabilistic Methods,3
1705,Probabilistic Methods,3
1706,Neural Networks,2
1707,Rule Learning,5
1708,Neural Networks,2
1709,Neural Networks,2
1710,Neural Networks,2
1711,Neural Networks,2
1712,Neural Networks,2
1713,Case Based,0
1714,Neural Networks,2
1715,Neural Networks,2
1716,Neural Networks,2
1717,Neural Networks,2
1718,Neural Networks,2
1719,Neural Networks,2
1720,Neural Networks,2
1721,Neural Networks,2
1722,Neural Networks,2
1723,Neural Networks,2
1724,Probabilistic Methods,3
1725,Probabilistic Methods,3
1726,Genetic Algorithms,1
1727,Neural Networks,2
1728,Neural Networks,2
1729,Neural Networks,2
1730,Neural Networks,2
1731,Case Based,0
1732,Neural Networks,2
1733,Neural Networks,2
1734,Neural Networks,2
1735,Neural Networks,2
1736,Neural Networks,2
1737,Neural Networks,2
1738,Neural Networks,2
1739,Case Based,0
1740,Neural Networks,2
1741,Neural Networks,2
1742,Neural Networks,2
1743,Neural Networks,2
1744,Case Based,0
1745,Neural Networks,2
1746,Probabilistic Methods,3
1747,Neural Networks,2
1748,Neural Networks,2
1749,Neural Networks,2
1750,Neural Networks,2
1751,Neural Networks,2
1752,Neural Networks,2
1753,Neural Networks,2
1754,Neural Networks,2
1755,Neural Networks,2
1756,Neural Networks,2
1757,Neural Networks,2
1758,Neural Networks,2
1759,Case Based,0
1760,Neural Networks,2
1761,Neural Networks,2
1762,Neural Networks,2
1763,Neural Networks,2
1764,Neural Networks,2
1765,Neural Networks,2
1766,Neural Networks,2
1767,Genetic Algorithms,1
1768,Genetic Algorithms,1
1769,Genetic Algorithms,1
1770,Genetic Algorithms,1
1771,Genetic Algorithms,1
1772,Genetic Algorithms,1
1773,Genetic Algorithms,1
1774,Genetic Algorithms,1
1775,Genetic Algorithms,1
1776,Neural Networks,2
1777,Genetic Algorithms,1
1778,Genetic Algorithms,1
1779,Genetic Algorithms,1
1780,Genetic Algorithms,1
1781,Genetic Algorithms,1
1782,Genetic Algorithms,1
1783,Genetic Algorithms,1
1784,Genetic Algorithms,1
1785,Genetic Algorithms,1
1786,Genetic Algorithms,1
1787,Genetic Algorithms,1
1788,Genetic Algorithms,1
1789,Neural Networks,2
1790,Neural Networks,2
1791,Rule Learning,5
1792,Rule Learning,5
1793,Reinforcement Learning,4
1794,Reinforcement Learning,4
1795,Reinforcement Learning,4
1796,Reinforcement Learning,4
1797,Reinforcement Learning,4
1798,Genetic Algorithms,1
1799,Probabilistic Methods,3
1800, Case Based,0
1801,Case Based,0
1802,Genetic Algorithms,1
1803,The selected label is: Theory,6
1804,Genetic Algorithms,1
1805,Genetic Algorithms,1
1806,Probabilistic Methods,3
1807,Reinforcement Learning,4
1808,Probabilistic Methods,3
1809,Probabilistic Methods,3
1810,"The paper ""Learning Conjunctions",6
1811,Probabilistic Methods,3
1812,Probabilistic Methods,3
1813,Probabilistic Methods,3
1814,Probabilistic Methods,3
1815,Probabilistic Methods,3
1816,Probabilistic Methods,3
1817,Probabilistic Methods,3
1818,Case Based,0
1819,Probabilistic Methods,3
1820,Probabilistic Methods,3
1821,Probabilistic Methods,3
1822,Probabilistic Methods,3
1823,Probabilistic Methods,3
1824,Rule Learning,5
1825,Rule Learning,5
1826,Rule Learning,5
1827,Rule Learning,5
1828,Rule Learning,5
1829,Rule Learning,5
1830,Neural Networks,2
1831,Neural Networks,2
1832,Neural Networks,2
1833,Neural Networks,2
1834,Neural Networks,2
1835,Theory,6
1836,Theory,6
1837,Genetic Algorithms,1
1838,Case Based,0
1839,Case Based,0
1840,Case Based,0
1841,Case Based,0
1842,Case Based,0
1843,Case Based,0
1844,Probabilistic Methods,3
1845,Probabilistic Methods,3
1846,Probabilistic Methods,3
1847, Case Based,0
1848,Case Based,0
1849,Theory,6
1850,Case Based,0
1851, Theory,6
1852, Genetic Algorithms,1
1853,Probabilistic Methods,3
1854,Probabilistic Methods,3
1855,Probabilistic Methods,3
1856,Probabilistic Methods,3
1857,Case Based,0
1858,Probabilistic Methods,3
1859,Probabilistic Methods,3
1860,Probabilistic Methods,3
1861,Probabilistic Methods,3
1862,Probabilistic Methods,3
1863,Probabilistic Methods,3
1864,Probabilistic Methods,3
1865,Probabilistic Methods,3
1866,Probabilistic Methods,3
1867,Probabilistic Methods,3
1868,Genetic Algorithms,1
1869,The selected label is: Theory,6
1870,Probabilistic Methods,3
1871,Neural Networks,2
1872,Probabilistic Methods,3
1873,Probabilistic Methods,3
1874,Probabilistic Methods,3
1875,Probabilistic Methods,3
1876,Probabilistic Methods,3
1877,Probabilistic Methods,3
1878,Genetic Algorithms,1
1879,Rule Learning,5
1880,Rule Learning,5
1881,Rule Learning,5
1882,Rule Learning,5
1883,Rule Learning,5
1884,Reinforcement Learning,4
1885,Rule Learning,5
1886,Neural Networks,2
1887,Neural Networks,2
1888,Neural Networks,2
1889,Reinforcement Learning,4
1890,Reinforcement Learning,4
1891,Reinforcement Learning,4
1892,Case Based,0
1893,Case Based,0
1894,Probabilistic Methods,3
1895,Neural Networks,2
1896,Rule Learning,5
1897,Rule Learning,5
1898,Rule Learning,5
1899,Rule Learning,5
1900,Neural Networks,2
1901,Neural Networks,2
1902,Rule Learning,5
1903,Rule Learning,5
1904,Rule Learning,5
1905,Reinforcement Learning,4
1906,Case Based,0
1907,Case Based,0
1908,Reinforcement Learning,4
1909,Case Based,0
1910,Case Based,0
1911,Genetic Algorithms,1
1912,Case Based,0
1913,Case Based,0
1914,Case Based,0
1915,Case Based,0
1916,Case Based,0
1917,Theory,6
1918,Theory,6
1919,Case Based,0
1920,Case Based,0
1921,Case Based,0
1922,Case Based,0
1923,Case Based,0
1924,Case Based,0
1925,Case Based,0
1926,Case Based,0
1927,Case Based,0
1928,Probabilistic Methods,3
1929,Reinforcement Learning,4
1930,Case Based,0
1931,Probabilistic Methods,3
1932,Probabilistic Methods,3
1933,Probabilistic Methods,3
1934,Probabilistic Methods,3
1935,Probabilistic Methods,3
1936,Probabilistic Methods,3
1937,Genetic Algorithms,1
1938,Probabilistic Methods,3
1939,Probabilistic Methods,3
1940,Probabilistic Methods,3
1941,Probabilistic Methods,3
1942,Probabilistic Methods,3
1943,Probabilistic Methods,3
1944,Probabilistic Methods,3
1945,Probabilistic Methods,3
1946,Probabilistic Methods,3
1947,Probabilistic Methods,3
1948,Probabilistic Methods,3
1949,Probabilistic Methods,3
1950,Probabilistic Methods,3
1951,Probabilistic Methods,3
1952,Probabilistic Methods,3
1953,Rule Learning,5
1954,Rule Learning,5
1955,Rule Learning,5
1956,Rule Learning,5
1957,Probabilistic Methods,3
1958,Rule Learning,5
1959,Rule Learning,5
1960,Rule Learning,5
1961,Rule Learning,5
1962,Rule Learning,5
1963,Rule Learning,5
1964,Reinforcement Learning,4
1965,Reinforcement Learning,4
1966,Case Based,0
1967,Reinforcement Learning,4
1968,Reinforcement Learning,4
1969,Reinforcement Learning,4
1970,Reinforcement Learning,4
1971,Reinforcement Learning,4
1972,Case Based,0
1973,Theory,6
1974,Rule Learning,5
1975,Case Based,0
1976, Theory,6
1977,Probabilistic Methods,3
1978,Rule Learning,5
1979,Case Based,0
1980,Rule Learning,5
1981,Case Based,0
1982,Probabilistic Methods,3
1983,Reinforcement Learning,4
1984,Case Based,0
1985,Case Based,0
1986,Probabilistic Methods,3
1987,Probabilistic Methods,3
1988,Probabilistic Methods,3
1989,Probabilistic Methods,3
1990,Probabilistic Methods,3
1991,Probabilistic Methods,3
1992,Probabilistic Methods,3
1993,Reinforcement Learning,4
1994,Probabilistic Methods,3
1995,Probabilistic Methods,3
1996,Probabilistic Methods,3
1997,Probabilistic Methods,3
1998,Genetic Algorithms,1
1999,Probabilistic Methods,3
2000,Probabilistic Methods,3
2001,Case Based,0
2002,Reinforcement Learning,4
2003,Probabilistic Methods,3
2004,Probabilistic Methods,3
2005,Probabilistic Methods,3
2006,Probabilistic Methods,3
2007,Probabilistic Methods,3
2008,Probabilistic Methods,3
2009,Probabilistic Methods,3
2010, Theory,6
2011,Case Based,0
2012,Case Based,0
2013,Theory,6
2014,Case Based,0
2015,Case Based,0
2016,Rule Learning,5
2017,Case Based,0
2018,Case Based,0
2019,Case Based,0
2020,Reinforcement Learning,4
2021,Case Based,0
2022,Rule Learning,5
2023, Case Based,0
2024,Case Based,0
2025,Case Based,0
2026,Genetic Algorithms,1
2027,Case Based,0
2028,Case Based,0
2029,Rule Learning,5
2030,Rule Learning,5
2031, Rule Learning,5
2032,Reinforcement Learning,4
2033,Case Based,0
2034,Probabilistic Methods,3
2035,Case Based,0
2036,Reinforcement Learning,4
2037,Reinforcement Learning,4
2038,Reinforcement Learning,4
2039,Reinforcement Learning,4
2040,Reinforcement Learning,4
2041,Reinforcement Learning,4
2042,Probabilistic Methods,3
2043,Probabilistic Methods,3
2044,Reinforcement Learning,4
2045,Genetic Algorithms,1
2046,Genetic Algorithms,1
2047,Genetic Algorithms,1
2048,Genetic Algorithms,1
2049,Case Based,0
2050,Rule Learning,5
2051,Case Based,0
2052,Case Based,0
2053,Case Based,0
2054,Case Based,0
2055,Case Based,0
2056,Case Based,0
2057,Case Based,0
2058,Neural Networks,2
2059,Case Based,0
2060,Rule Learning,5
2061,Rule Learning,5
2062,Rule Learning,5
2063,Probabilistic Methods,3
2064,Probabilistic Methods,3
2065,Probabilistic Methods,3
2066,Probabilistic Methods,3
2067,Probabilistic Methods,3
2068,Case Based,0
2069,Rule Learning,5
2070,Theory,6
2071,Case Based,0
2072,Case Based,0
2073,Case Based,0
2074,Case Based,0
2075,Probabilistic Methods,3
2076,Probabilistic Methods,3
2077,Probabilistic Methods,3
2078,Genetic Algorithms,1
2079,Reinforcement Learning,4
2080,Case Based,0
2081,Genetic Algorithms,1
2082,Genetic Algorithms,1
2083,Neural Networks,2
2084,Genetic Algorithms,1
2085,Case Based,0
2086,Genetic Algorithms,1
2087,Genetic Algorithms,1
2088,Genetic Algorithms,1
2089,Genetic Algorithms,1
2090,Genetic Algorithms,1
2091,Probabilistic Methods,3
2092,Genetic Algorithms,1
2093,Genetic Algorithms,1
2094,Genetic Algorithms,1
2095,Genetic Algorithms,1
2096,Neural Networks,2
2097,Reinforcement Learning,4
2098,Case Based,0
2099,Probabilistic Methods,3
2100,Rule Learning,5
2101,The selected label is: Theory,6
2102,Case Based,0
2103,Reinforcement Learning,4
2104,Rule Learning,5
2105,Case Based,0
2106,Genetic Algorithms,1
2107,Genetic Algorithms,1
2108,Reinforcement Learning,4
2109,Case Based,0
2110,The selected label is: Theory,6
2111,Case Based,0
2112,Reinforcement Learning,4
2113,Neural Networks,2
2114,Probabilistic Methods,3
2115,Probabilistic Methods,3
2116,Case Based,0
2117,Probabilistic Methods,3
2118,Probabilistic Methods,3
2119,Reinforcement Learning,4
2120,Reinforcement Learning,4
2121,Reinforcement Learning,4
2122,Reinforcement Learning,4
2123,Probabilistic Methods,3
2124,Probabilistic Methods,3
2125,Probabilistic Methods,3
2126,Probabilistic Methods,3
2127,Probabilistic Methods,3
2128,Probabilistic Methods,3
2129,Probabilistic Methods,3
2130,Reinforcement Learning,4
2131,Probabilistic Methods,3
2132,Theory,6
2133,Case Based,0
2134,Case Based,0
2135,Theory,6
2136,Probabilistic Methods,3
2137,Rule Learning,5
2138,Genetic Algorithms,1
2139,Probabilistic Methods,3
2140,Probabilistic Methods,3
2141,Probabilistic Methods,3
2142,Probabilistic Methods,3
2143,Genetic Algorithms,1
2144, Genetic Algorithms,1
2145,Genetic Algorithms,1
2146,Probabilistic Methods,3
2147,Probabilistic Methods,3
2148,Probabilistic Methods,3
2149,Probabilistic Methods,3
2150,Neural Networks,2
2151,"The selected label is:

Case Based",0
2152,Case Based,0
2153,Rule Learning,5
2154,Theory,6
2155,Case Based,0
2156,Case Based,0
2157,Theory,6
2158,Theory,6
2159,Theory,6
2160,Theory,6
2161,"The selected label is:

'Theory",6
2162,Probabilistic Methods,3
2163,Probabilistic Methods,3
2164,Theory,6
2165,Reinforcement Learning,4
2166,Theory,6
2167,Neural Networks,2
2168,Neural Networks,2
2169,Reinforcement Learning,4
2170,Case Based,0
2171,Case Based,0
2172,Case Based,0
2173,Theory,6
2174,Theory,6
2175,Neural Networks,2
2176,Probabilistic Methods,3
2177,Probabilistic Methods,3
2178,Case Based,0
2179,Case Based,0
2180,Case Based,0
2181,Case Based,0
2182,Case Based,0
2183,Case Based,0
2184,Rule Learning,5
2185,Rule Learning,5
2186,Probabilistic Methods,3
2187,Probabilistic Methods,3
2188,Rule Learning,5
2189,Reinforcement Learning,4
2190, Theory,6
2191,Free energy coding,3
2192,Theory,6
2193,Case Based,0
2194,Case Based,0
2195,Case Based,0
2196,Case Based,0
2197,Case Based,0
2198,Case Based,0
2199,Case Based,0
2200,Case Based,0
2201,Case Based,0
2202,Case Based,0
2203,Case Based,0
2204,Probabilistic Methods,3
2205,Probabilistic Methods,3
2206,Probabilistic Methods,3
2207,Probabilistic Methods,3
2208,Neural Networks,2
2209,Theory,6
2210,Genetic Algorithms,1
2211,Case Based,0
2212,Probabilistic Methods,3
2213,Probabilistic Methods,3
2214,Probabilistic Methods,3
2215,Neural Networks,2
2216,Probabilistic Methods,3
2217,Theory,6
2218,Genetic Algorithms,1
2219,Case Based,0
2220,Neural Networks,2
2221,Neural Networks,2
2222,Reinforcement Learning,4
2223,Reinforcement Learning,4
2224,Reinforcement Learning,4
2225,Reinforcement Learning,4
2226,Reinforcement Learning,4
2227,Rule Learning,5
2228,Rule Learning,5
