id,result,label
1106,Probabilistic Methods,3
1107,Probabilistic Methods,3
1108,3. Probabilistic Methods,3
1109,Reinforcement Learning,4
1110,3,3
1111,Probabilistic Methods,3
1112,4. Reinforcement Learning,4
1113,5. Rule Learning,5
1114,Neural Networks,2
1115,3,3
1116,3. Probabilistic Methods,3
1117,Case Based,0
1118,Case Based,0
1119,4. Reinforcement Learning,4
1120,Probabilistic Methods,3
1121,3,3
1122,5. Rule Learning,5
1123,Neural Networks,2
1124,3. Probabilistic Methods,3
1125,Case Based,0
1126,3. Probabilistic Methods,3
1127,3. Probabilistic Methods,3
1128,Rule Learning,5
1129,2. Neural Networks,2
1130,3. Probabilistic Methods,3
1131,3,3
1132,3. Probabilistic Methods,3
1133,Rule Learning,5
1134,3,3
1135,4. Reinforcement Learning,4
1136,Neural Networks,2
1137,Case Based,0
1138,4. Reinforcement Learning,4
1139,2,2
1140,Neural Networks,2
1141,Neural Networks,2
1142,1. Genetic Algorithms,1
1143,Reinforcement Learning,4
1144,Genetic Algorithms,1
1145,Neural Networks,2
1146,Genetic Algorithms,1
1147,3. Probabilistic Methods,3
1148,Neural Networks,2
1149,3. Probabilistic Methods,3
1150,Neural Networks,2
1151,3,3
1152,Case Based,0
1153,4. Reinforcement Learning,4
1154,Neural Networks,2
1155,Neural Networks,2
1156,Reinforcement Learning,4
1157,Neural Networks,2
1158,Reinforcement Learning,4
1159,3. Probabilistic Methods,3
1160,Case Based,0
1161,Neural Networks,2
1162,4. Reinforcement Learning,4
1163,Theory,6
1164,Neural Networks,2
1165,Theory,6
1166,3. Probabilistic Methods,3
1167,Neural Networks,2
1168,Rule Learning,5
1169,Neural Networks,2
1170,Theory,6
1171,Probabilistic Methods,3
1172,1. Genetic Algorithms,1
1173,Neural Networks,2
1174,Genetic Algorithms,1
1175,Neural Networks,2
1176,3. Probabilistic Methods,3
1177,3. Probabilistic Methods,3
1178,Case Based,0
1179,Rule Learning,5
1180,Genetic Algorithms,1
1181,5. Rule Learning,5
1182,Rule Learning,5
1183,1,1
1184,Rule Learning,5
1185,3. Probabilistic Methods,3
1186,3. Probabilistic Methods,3
1187,1. Genetic Algorithms,1
1188,1. Genetic Algorithms,1
1189,Neural Networks,2
1190,Rule Learning,5
1191,3. Probabilistic Methods,3
1192,3,3
1193,Genetic Algorithms,1
1194,Reinforcement Learning,4
1195,Case Based,0
1196,1. Genetic Algorithms,1
1197,Genetic Algorithms,1
1198,Neural Networks,2
1199,Neural Networks,2
1200,Probabilistic Methods,3
1201,Neural Networks,2
1202,4. Reinforcement Learning,4
1203,Theory,6
1204,Theory,6
1205,Neural Networks,2
1206,4. Reinforcement Learning,4
1207,4. Reinforcement Learning,4
1208,Reinforcement Learning,4
1209,Neural Networks,2
1210,Neural Networks,2
1211,3. Probabilistic Methods,3
1212,3. Probabilistic Methods,3
1213,3. Probabilistic Methods,3
1214,Neural Networks,2
1215,Probabilistic Methods,3
1216,2. Neural Networks,2
1217,3. Probabilistic Methods,3
1218,3,3
1219,3. Probabilistic Methods,3
1220,Neural Networks,2
1221,4. Reinforcement Learning,4
1222,Case Based,0
1223,3,3
1224,4,4
1225,3. Probabilistic Methods,3
1226,5. Rule Learning,5
1227,5. Rule Learning,5
1228,3,3
1229,Neural Networks,2
1230,Reinforcement Learning,4
1231,3. Probabilistic Methods,3
1232,3. Probabilistic Methods,3
1233,Neural Networks,2
1234,4. Reinforcement Learning,4
1235,3. Probabilistic Methods,3
1236,Theory,6
1237,5. Rule Learning,5
1238,Neural Networks,2
1239,3. Probabilistic Methods,3
1240,Reinforcement Learning,4
1241,3. Probabilistic Methods,3
1242,3. Probabilistic Methods,3
1243,2. Neural Networks,2
1244,Neural Networks,2
1245,Genetic Algorithms,1
1246,Reinforcement Learning,4
1247,Probabilistic Methods,3
1248,Neural Networks,2
1249,Neural Networks,2
1250,Neural Networks,2
1251,Genetic Algorithms,1
1252,Neural Networks,2
1253,Genetic Algorithms,1
1254,Neural Networks,2
1255,Neural Networks,2
1256,3,3
1257,4. Reinforcement Learning,4
1258,Rule Learning,5
1259,Reinforcement Learning,4
1260,4. Reinforcement Learning,4
1261,Reinforcement Learning,4
1262,Neural Networks,2
1263,Neural Networks,2
1264,4. Reinforcement Learning,4
1265,Reinforcement Learning,4
1266,Reinforcement Learning,4
1267,Rule Learning,5
1268,Reinforcement Learning,4
1269,Rule Learning,5
1270,3. Probabilistic Methods,3
1271,Neural Networks,2
1272,3,3
1273,Probabilistic Methods,3
1274,Neural Networks,2
1275,Genetic Algorithms,1
1276,Rule Learning,5
1277,5. Rule Learning,5
1278,Neural Networks,2
1279,Probabilistic Methods,3
1280,Neural Networks,2
1281,Neural Networks,2
1282,Neural Networks,2
1283,Neural Networks,2
1284,Neural Networks,2
1285,Case Based,0
1286,Reinforcement Learning,4
1287,Neural Networks,2
1288,Rule Learning,5
1289,Neural Networks,2
1290,3,3
1291,Theory,6
1292,Neural Networks,2
1293,4. Reinforcement Learning,4
1294,3. Probabilistic Methods,3
1295,4. Reinforcement Learning,4
1296,3,3
1297,3. Probabilistic Methods,3
1298,2. Neural Networks,2
1299,Probabilistic Methods,3
1300,3. Probabilistic Methods,3
1301,3. Probabilistic Methods,3
1302,1. Genetic Algorithms,1
1303,Probabilistic Methods,3
1304,Genetic Algorithms,1
1305,Neural Networks,2
1306,Neural Networks,2
1307,Neural Networks,2
1308,Neural Networks,2
1309,Rule Learning,5
1310,Probabilistic Methods,3
1311,5. Rule Learning,5
1312,5. Rule Learning,5
1313,Rule Learning,5
1314,5. Rule Learning,5
1315,3. Probabilistic Methods,3
1316,Probabilistic Methods,3
1317,Neural Networks,2
1318,2,2
1319,Reinforcement Learning,4
1320,4. Reinforcement Learning,4
1321,3,3
1322,Reinforcement Learning,4
1323,3. Probabilistic Methods,3
1324,3. Probabilistic Methods,3
1325,3. Probabilistic Methods,3
1326,3. Probabilistic Methods,3
1327,Theory,6
1328,Theory,6
1329,Reinforcement Learning,4
1330,3. Probabilistic Methods,3
1331,3. Probabilistic Methods,3
1332,Probabilistic Methods,3
1333,Reinforcement Learning,4
1334,3. Probabilistic Methods,3
1335,2. Genetic Algorithms,1
1336,Probabilistic Methods,3
1337,Genetic Algorithms,1
1338,4.,4
1339,Neural Networks,2
1340,3. Probabilistic Methods,3
1341,Probabilistic Methods,3
1342,1. Genetic Algorithms,1
1343,Case Based,0
1344,Reinforcement Learning,4
1345,Neural Networks,2
1346,Genetic Algorithms,1
1347,Neural Networks,2
1348,3. Probabilistic Methods,3
1349,Reinforcement Learning,4
1350,Reinforcement Learning,4
1351,2. Neural Networks,2
1352,Theory,6
1353,5. Rule Learning,5
1354,3. Rule Learning,5
1355,3. Probabilistic Methods,3
1356,3. Probabilistic Methods,3
1357,Case Based,0
1358,Neural Networks,2
1359,Theory,6
1360,5. Rule Learning,5
1361,Neural Networks,2
1362,Theory,6
1363,3. Probabilistic Methods,3
1364,3,3
1365,4. Reinforcement Learning,4
1366,4. Reinforcement Learning,4
1367,Genetic Algorithms,1
1368,Rule Learning,5
1369,Reinforcement Learning,4
1370,3,3
1371,3,3
1372,Theory,6
1373,Neural Networks,2
1374,Neural Networks,2
1375,Rule Learning,5
1376,Neural Networks,2
1377,Case Based,0
1378,Rule Learning,5
1379,4. Reinforcement Learning,4
1380,4. Reinforcement Learning,4
1381,Reinforcement Learning,4
1382,3. Probabilistic Methods,3
1383,Neural Networks,2
1384,Neural Networks,2
1385,Reinforcement Learning,4
1386,Probabilistic Methods,3
1387,5. Rule Learning,5
1388,2,2
1389,Neural Networks,2
1390,Reinforcement Learning,4
1391,Case Based,0
1392,Probabilistic Methods,3
1393,Neural Networks,2
1394,Case Based,0
1395,Case Based,0
1396,Theory,6
1397,Case Based,0
1398,Neural Networks,2
1399,Theory,6
1400,3. Probabilistic Methods,3
1401,4. Reinforcement Learning,4
1402,Theory,6
1403,Probabilistic Methods,3
1404,5. Rule Learning,5
1405,3. Probabilistic Methods,3
1406,4. Reinforcement Learning,4
1407,1. Genetic Algorithms,1
1408,5. Rule Learning,5
1409,5. Rule Learning,5
1410,Neural Networks,2
1411,1. Genetic Algorithms,1
1412,Neural Networks,2
1413,3,3
1414,Rule Learning,5
1415,Rule Learning,5
1416,Genetic Algorithms,1
1417,4. Reinforcement Learning,4
1418,Reinforcement Learning,4
1419,Reinforcement Learning,4
1420,3,3
1421,Theory,6
1422,Reinforcement Learning,4
1423,Case Based,0
1424,3. Probabilistic Methods,3
1425,4. Reinforcement Learning,4
1426,Neural Networks,2
1427,Neural Networks,2
1428,4. Reinforcement Learning,4
1429,4. Reinforcement Learning,4
1430,Neural Networks,2
1431,Neural Networks,2
1432,2. Genetic Algorithms:,2
1433,2. Neural Networks,2
1434,3. Probabilistic Methods,3
1435,Neural Networks,2
1436,4,4
1437,Reinforcement Learning,4
1438,3,3
1439,Probabilistic Methods,3
1440,3. Probabilistic Methods,3
1441,Rule Learning,5
1442,Probabilistic Methods,3
1443,Genetic Algorithms,1
1444,Reinforcement Learning,4
1445,3. Probabilistic Methods,3
1446,3. Probabilistic Methods,3
1447,Probabilistic Methods,3
1448,Genetic Algorithms,1
1449,Reinforcement Learning,4
1450,1. Genetic Algorithms,1
1451,Reinforcement Learning,4
1452,Genetic Algorithms,1
1453,Genetic Algorithms,1
1454,Reinforcement Learning,4
1455,Rule Learning,5
1456,1. Genetic Algorithms,1
1457,Probabilistic Methods,3
1458,3. Probabilistic Methods,3
1459,1,1
1460,Probabilistic Methods,3
1461,4. Reinforcement Learning,4
1462,Reinforcement Learning,4
1463,Neural Networks,2
1464,Theory,6
1465,3. Probabilistic Methods,3
1466,Neural Networks,2
1467,Neural Networks,2
1468,Neural Networks,2
1469,Probabilistic Methods,3
1470,Rule Learning,5
1471,Neural Networks,2
1472,3. Probabilistic Methods,3
1473,3. Probabilistic Methods,3
1474,4. Reinforcement Learning,4
1475,Case Based,0
1476,Theory,6
1477,Probabilistic Methods,3
1478,Neural Networks,2
1479,3,3
1480,Neural Networks,2
1481,Case Based,0
1482,Theory,6
1483,Neural Networks,2
1484,4. Reinforcement Learning,4
1485,Theory,6
1486,Neural Networks,2
1487,Theory,6
1488,3. Probabilistic Methods,3
1489,Probabilistic Methods,3
1490,Neural Networks,2
1491,Reinforcement Learning,4
1492,Neural Networks,2
1493,Reinforcement Learning,4
1494,2.,2
1495,5. Rule Learning,5
1496,3. Probabilistic Methods,3
1497,Neural Networks,2
1498,3. Probabilistic Methods,3
1499,Neural Networks,2
1500,Reinforcement Learning,4
1501,Theory,6
1502,3. Probabilistic Methods,3
1503,3. Probabilistic Methods,3
1504,Theory,6
1505,Neural Networks,2
1506,Neural Networks,2
1507,5. Rule Learning,5
1508,Reinforcement Learning,4
1509,Neural Networks,2
1510,4. Reinforcement Learning,4
1511,4. Reinforcement Learning,4
1512,1,1
1513,Neural Networks,2
1514,3,3
1515,4. Reinforcement Learning,4
1516,Neural Networks,2
1517,Case Based,0
1518,4. Reinforcement Learning,4
1519,4. Reinforcement Learning,4
1520,Neural Networks,2
1521,Reinforcement Learning,4
1522,4. Reinforcement Learning,4
1523,4. Reinforcement Learning,4
1524,Neural Networks,2
1525,Theory,6
1526,Case Based,0
1527,Rule Learning,5
1528,Neural Networks,2
1529,Reinforcement Learning,4
1530,Reinforcement Learning,4
1531,4. Reinforcement Learning,4
1532,Reinforcement Learning,4
1533,Reinforcement Learning,4
1534,4. Reinforcement Learning,4
1535,Reinforcement Learning,4
1536,4. Reinforcement Learning,4
1537,5. Rule Learning,5
1538,Rule Learning,5
1539,6. Theory,6
1540,Case Based,0
1541,Probabilistic Methods,3
1542,3. Probabilistic Methods,3
1543,5. Rule Learning,5
1544,2. Neural Networks,2
1545,Reinforcement Learning,4
1546,Neural Networks,2
1547,Neural Networks,2
1548,3. Probabilistic Methods,3
1549,Rule Learning,5
1550,Neural Networks,2
1551,1. Genetic Algorithms,1
1552,Neural Networks,2
1553,5. Rule Learning,5
1554,3. Probabilistic Methods,3
1555,5. Rule Learning,5
1556,1. Genetic Algorithms,1
1557,1. Genetic Algorithms,1
1558,2,2
1559,Reinforcement Learning,4
1560,Neural Networks,2
1561,1. Genetic Algorithms,1
1562,Neural Networks,2
1563,3,3
1564,Genetic Algorithms,1
1565,Neural Networks,2
1566,Neural Networks,2
1567,Probabilistic Methods,3
1568,2. Neural Networks,2
1569,4. Reinforcement Learning,4
1570,3. Probabilistic Methods,3
1571,1. Genetic Algorithms,1
1572,Genetic Algorithms,1
1573,3. Probabilistic Methods,3
1574,3. Probabilistic Methods,3
1575,3,3
1576,3. Probabilistic Methods,3
1577,3. Probabilistic Methods,3
1578,5. Rule Learning,5
1579,5. Rule Learning,5
1580,Case Based,0
1581,3. Probabilistic Methods,3
1582,Neural Networks,2
1583,Rule Learning,5
1584,Genetic Algorithms,1
1585,Reinforcement Learning,4
1586,Neural Networks,2
1587,3. Probabilistic Methods,3
1588,1. Genetic Algorithms,1
1589,Neural Networks,2
1590,Case Based,0
1591,3. Probabilistic Methods,3
1592,Rule Learning,5
1593,6,6
1594,Theory,6
1595,Case Based,0
1596,Neural Networks,2
1597,Reinforcement Learning,4
1598,Probabilistic Methods,3
1599,Neural Networks,2
1600,3. Probabilistic Methods,3
1601,2. Neural Networks,2
1602,Case Based,0
1603,1,1
1604,2. Neural Networks,2
1605,3,3
1606,Neural Networks,2
1607,3. Probabilistic Methods,3
1608,Probabilistic Methods,3
1609,Genetic Algorithms,1
1610,Neural Networks,2
1611,3. Probabilistic Methods,3
1612,Neural Networks,2
1613,3. Probabilistic Methods,3
1614,Reinforcement Learning,4
1615,Neural Networks,2
1616,Genetic Algorithms,1
1617,Neural Networks,2
1618,Genetic Algorithms,1
1619,5. Rule Learning,5
1620,3. Probabilistic Methods,3
1621,3. Probabilistic Methods,3
1622,3. Probabilistic Methods,3
1623,1. Genetic Algorithms,1
1624,Neural Networks,2
1625,Neural Networks,2
1626,Reinforcement Learning,4
1627,Neural Networks,2
1628,Reinforcement Learning,4
1629,Neural Networks,2
1630,5. Rule Learning,5
1631,Case Based,0
1632,Neural Networks,2
1633,Probabilistic Methods,3
1634,4. Reinforcement Learning,4
1635,Case Based,0
1636,3. Probabilistic Methods,3
1637,5. Rule Learning,5
1638,Neural Networks,2
1639,4. Reinforcement Learning,4
1640,Genetic Algorithms,1
1641,3. Probabilistic Methods,3
1642,Neural Networks,2
1643,4. Reinforcement Learning,4
1644,Neural Networks,2
1645,Reinforcement Learning,4
1646,Neural Networks,2
1647,Theory,6
1648,Neural Networks,2
1649,Reinforcement Learning,4
1650,5. Rule Learning,5
1651,Genetic Algorithms,1
1652,Neural Networks,2
1653,3,3
1654,Probabilistic Methods,3
1655,Case Based,0
1656,Genetic Algorithms,1
1657,2. Neural Networks:,2
1658,Neural Networks,2
1659,Neural Networks,2
1660,Theory,6
1661,Theory,6
1662,3. Probabilistic Methods,3
1663,3. Probabilistic Methods,3
1664,3. Probabilistic Methods,3
1665,1. Genetic Algorithms,1
1666,Genetic Algorithms,1
1667,Case Based,0
1668,Case Based,0
1669,Neural Networks,2
1670,Genetic Algorithms,1
1671,Reinforcement Learning,4
1672,Genetic Algorithms,1
1673,Neural Networks,2
1674,6. Theory,6
1675,Theory,6
1676,Theory,6
1677,Rule Learning,5
1678,3. Probabilistic Methods,3
1679,3. Probabilistic Methods,3
1680,Neural Networks,2
1681,Genetic Algorithms,1
1682,3. Probabilistic Methods,3
1683,Rule Learning,5
1684,3. Probabilistic Methods,3
1685,Neural Networks,2
1686,1. Genetic Algorithms,1
1687,Neural Networks,2
1688,Reinforcement Learning,4
1689,Neural Networks,2
1690,1. Genetic Algorithms,1
1691,3,3
1692,Probabilistic Methods,3
1693,Neural Networks,2
1694,Neural Networks,2
1695,Rule Learning,5
1696,Neural Networks,2
1697,3. Probabilistic Methods,3
1698,Theory,6
1699,Genetic Algorithms,1
1700,Rule Learning,5
1701,4. Reinforcement Learning,4
1702,4. Reinforcement Learning,4
1703,3. Probabilistic Methods,3
1704,3. Probabilistic Methods,3
1705,3,3
1706,Neural Networks,2
1707,Rule Learning,5
1708,Neural Networks,2
1709,Neural Networks,2
1710,Neural Networks,2
1711,Neural Networks,2
1712,2. Neural Networks,2
1713,Neural Networks,2
1714,Neural Networks,2
1715,Neural Networks,2
1716,Neural Networks,2
1717,Neural Networks,2
1718,Neural Networks,2
1719,Neural Networks,2
1720,Neural Networks,2
1721,Neural Networks,2
1722,Neural Networks,2
1723,Neural Networks,2
1724,Neural Networks,2
1725,Neural Networks,2
1726,Neural Networks,2
1727,Neural Networks,2
1728,Neural Networks,2
1729,Neural Networks,2
1730,Neural Networks,2
1731,Neural Networks,2
1732,Neural Networks,2
1733,Neural Networks,2
1734,Neural Networks,2
1735,Neural Networks,2
1736,Neural Networks,2
1737,Neural Networks,2
1738,Neural Networks,2
1739,Neural Networks,2
1740,Neural Networks,2
1741,Probabilistic Methods,3
1742,2. Neural Networks,2
1743,Neural Networks,2
1744,Neural Networks,2
1745,Neural Networks,2
1746,Neural Networks,2
1747,Neural Networks,2
1748,Neural Networks,2
1749,Neural Networks,2
1750,Neural Networks,2
1751,Neural Networks,2
1752,Neural Networks,2
1753,Neural Networks,2
1754,Neural Networks,2
1755,Neural Networks,2
1756,Neural Networks,2
1757,Neural Networks,2
1758,Neural Networks,2
1759,Neural Networks,2
1760,Neural Networks,2
1761,Neural Networks,2
1762,Neural Networks,2
1763,2. Neural Networks,2
1764,Neural Networks,2
1765,Neural Networks,2
1766,Neural Networks,2
1767,1. Genetic Algorithms,1
1768,1. Genetic Algorithms,1
1769,1. Genetic Algorithms,1
1770,Genetic Algorithms,1
1771,1. Genetic Algorithms,1
1772,Genetic Algorithms,1
1773,Probabilistic Methods,3
1774,1. Genetic Algorithms,1
1775,1. Genetic Algorithms,1
1776,Neural Networks,2
1777,Genetic Algorithms,1
1778,1. Genetic Algorithms,1
1779,Neural Networks,2
1780,Genetic Algorithms,1
1781,Neural Networks,2
1782,Neural Networks,2
1783,1. Genetic Algorithms,1
1784,Genetic Algorithms,1
1785,Genetic Algorithms,1
1786,1. Genetic Algorithms,1
1787,3. Probabilistic Methods,3
1788,Genetic Algorithms,1
1789,Genetic Algorithms,1
1790,Genetic Algorithms,1
1791,1. Genetic Algorithms,1
1792,Genetic Algorithms,1
1793,4. Reinforcement Learning,4
1794,Reinforcement Learning,4
1795,Reinforcement Learning,4
1796,4,4
1797,Genetic Algorithms,1
1798,Neural Networks,2
1799,3. Probabilistic Methods,3
1800,Neural Networks,2
1801,Neural Networks,2
1802,Neural Networks,2
1803,2. Genetic Algorithms,1
1804,Genetic Algorithms,1
1805,Neural Networks,2
1806,3,3
1807,Reinforcement Learning,4
1808,Probabilistic Methods,3
1809,3. Probabilistic Methods,3
1810,Genetic Algorithms,1
1811,3. Probabilistic Methods,3
1812,3,3
1813,3. Probabilistic Methods,3
1814,3. Probabilistic Methods,3
1815,3. Probabilistic Methods,3
1816,Probabilistic Methods,3
1817,Reinforcement Learning,4
1818,3,3
1819,Probabilistic Methods,3
1820,3,3
1821,Neural Networks,2
1822,3. Probabilistic Methods,3
1823,3. Probabilistic Methods,3
1824,Rule Learning,5
1825,5. Rule Learning,5
1826,Rule Learning,5
1827,Rule Learning,5
1828,Rule Learning,5
1829,5. Rule Learning,5
1830,1. Genetic Algorithms,1
1831,Neural Networks,2
1832,Neural Networks,2
1833,Neural Networks,2
1834,Neural Networks,2
1835,6,6
1836,6. Theory,6
1837,Genetic Algorithms,1
1838,Case Based,0
1839,3,3
1840,Case Based,0
1841,Case Based,0
1842,3,3
1843,3,3
1844,Probabilistic Methods,3
1845,Genetic Algorithms,1
1846,Probabilistic Methods,3
1847,Theory,6
1848,Case Based,0
1849,Theory,6
1850,Case Based,0
1851,3,3
1852,3. Probabilistic Methods,3
1853,3,3
1854,3. Probabilistic Methods,3
1855,3. Probabilistic Methods,3
1856,Genetic Algorithms,1
1857,Probabilistic Methods,3
1858,Probabilistic Methods,3
1859,3. Probabilistic Methods,3
1860,3,3
1861,Neural Networks,2
1862,3. Probabilistic Methods,3
1863,Probabilistic Methods,3
1864,3. Probabilistic Methods,3
1865,3. Probabilistic Methods,3
1866,Genetic Algorithms,1
1867,3. Probabilistic Methods,3
1868,3. Probabilistic Methods,3
1869,4. Reinforcement Learning,4
1870,3,3
1871,Probabilistic Methods,3
1872,Probabilistic Methods,3
1873,3. Probabilistic Methods,3
1874,3. Probabilistic Methods,3
1875,3. Probabilistic Methods,3
1876,3,3
1877,Probabilistic Methods,3
1878,5. Rule Learning,5
1879,Rule Learning,5
1880,5. Rule Learning,5
1881,Rule Learning,5
1882,5. Rule Learning,5
1883,Rule Learning,5
1884,5. Rule Learning,5
1885,5. Rule Learning,5
1886,Neural Networks,2
1887,Neural Networks,2
1888,Neural Networks,2
1889,Neural Networks,2
1890,Reinforcement Learning,4
1891,Case Based,0
1892,Case Based,0
1893,Reinforcement Learning,4
1894,Probabilistic Methods,3
1895,5. Rule Learning,5
1896,5. Rule Learning,5
1897,5. Rule Learning,5
1898,5. Rule Learning,5
1899,Rule Learning,5
1900,Neural Networks,2
1901,Neural Networks,2
1902,5. Rule Learning,5
1903,Rule Learning,5
1904,Rule Learning,5
1905,Neural Networks,2
1906,Case Based,0
1907,4,4
1908,Reinforcement Learning,4
1909,3. Probabilistic Methods,3
1910,3,3
1911,3. Probabilistic Methods,3
1912,Theory,6
1913,Case Based,0
1914,6,6
1915,Rule Learning,5
1916,Theory,6
1917,5. Rule Learning,5
1918,Theory,6
1919,Theory,6
1920,3,3
1921,2. Neural Networks,2
1922,Case Based,0
1923,Case Based,0
1924,Neural Networks,2
1925,1. Genetic Algorithms,1
1926,1. Genetic Algorithms,1
1927,Genetic Algorithms,1
1928,3,3
1929,Reinforcement Learning,4
1930,3. Probabilistic Methods,3
1931,Probabilistic Methods,3
1932,3,3
1933,3. Probabilistic Methods,3
1934,Probabilistic Methods,3
1935,3. Probabilistic Methods,3
1936,3. Probabilistic Methods,3
1937,1. Genetic Algorithms,1
1938,Probabilistic Methods,3
1939,3. Probabilistic Methods,3
1940,3. Probabilistic Methods,3
1941,3. Probabilistic Methods,3
1942,3,3
1943,3. Probabilistic Methods,3
1944,3. Probabilistic Methods,3
1945,3. Probabilistic Methods,3
1946,3. Probabilistic Methods,3
1947,3. Probabilistic Methods,3
1948,3. Probabilistic Methods,3
1949,3. Probabilistic Methods,3
1950,3. Probabilistic Methods,3
1951,3. Probabilistic Methods,3
1952,3. Probabilistic Methods,3
1953,5. Rule Learning,5
1954,3. Probabilistic Methods,3
1955,3. Neural Networks,2
1956,5. Rule Learning,5
1957,2. Neural Networks:,2
1958,5. Rule Learning,5
1959,Rule Learning,5
1960,5. Rule Learning,5
1961,5. Rule Learning,5
1962,Rule Learning,5
1963,5. Rule Learning,5
1964,Reinforcement Learning,4
1965,4. Reinforcement Learning,4
1966,Reinforcement Learning,4
1967,4. Reinforcement Learning,4
1968,Reinforcement Learning,4
1969,4. Reinforcement Learning,4
1970,Reinforcement Learning,4
1971,Reinforcement Learning,4
1972,Neural Networks,2
1973,5. Rule Learning,5
1974,Rule Learning,5
1975,5. Rule Learning,5
1976,Case Based,0
1977,3. Probabilistic Methods,3
1978,3. Probabilistic Methods,3
1979,3. Probabilistic Methods,3
1980,Probabilistic Methods,3
1981,Genetic Algorithms,1
1982,3. Probabilistic Methods,3
1983,Genetic Algorithms,1
1984,Reinforcement Learning,4
1985,Case Based,0
1986,3. Probabilistic Methods,3
1987,3. Probabilistic Methods,3
1988,3,3
1989,3,3
1990,3. Probabilistic Methods,3
1991,3,3
1992,Probabilistic Methods,3
1993,4. Reinforcement Learning,4
1994,3. Probabilistic Methods,3
1995,3. Probabilistic Methods,3
1996,3. Probabilistic Methods,3
1997,Genetic Algorithms,1
1998,Genetic Algorithms,1
1999,Genetic Algorithms,1
2000,Genetic Algorithms,1
2001,3. Probabilistic Methods,3
2002,4. Reinforcement Learning,4
2003,4. Reinforcement Learning,4
2004,3. Probabilistic Methods,3
2005,Probabilistic Methods,3
2006,3. Probabilistic Methods,3
2007,3. Probabilistic Methods,3
2008,3. Probabilistic Methods,3
2009,Probabilistic Methods,3
2010,Case Based,0
2011,Probabilistic Methods,3
2012,Rule Learning,5
2013,3,3
2014,Probabilistic Methods,3
2015,3,3
2016,Rule Learning,5
2017,Reinforcement Learning,4
2018,Case Based,0
2019,3,3
2020,Reinforcement Learning,4
2021,2. Neural Networks,2
2022,Rule Learning,5
2023,Theory,6
2024,1. Case Based,1
2025,Rule Learning,5
2026,Genetic Algorithms,1
2027,Case Based,0
2028,Case Based,0
2029,5. Rule Learning,5
2030,1. Genetic Algorithms,1
2031,Genetic Algorithms,1
2032,3. Probabilistic Methods,3
2033,2. Genetic Algorithms,1
2034,1. Genetic Algorithms,1
2035,1. Genetic Algorithms,1
2036,3. Probabilistic Methods,3
2037,Neural Networks,2
2038,1. Genetic Algorithms,1
2039,4. Reinforcement Learning,4
2040,Reinforcement Learning,4
2041,2. Genetic Algorithms,1
2042,Reinforcement Learning,4
2043,4. Reinforcement Learning,4
2044,4. Reinforcement Learning,4
2045,Genetic Algorithms,1
2046,1. Genetic Algorithms,1
2047,Genetic Algorithms,1
2048,1. Genetic Algorithms,1
2049,1. Genetic Algorithms,1
2050,5. Rule Learning,5
2051,Case Based,0
2052,Case Based,0
2053,2,2
2054,Case Based,0
2055,Neural Networks,2
2056,Case Based,0
2057,2. Genetic Algorithms,1
2058,Neural Networks,2
2059,Neural Networks,2
2060,Rule Learning,5
2061,5. Rule Learning,5
2062,5. Rule Learning,5
2063,Neural Networks,2
2064,3. Probabilistic Methods,3
2065,3,3
2066,Probabilistic Methods,3
2067,3. Probabilistic Methods,3
2068,Rule Learning,5
2069,Rule Learning,5
2070,Rule Learning,5
2071,5. Rule Learning,5
2072,Case Based,0
2073,Case Based,0
2074,Case Based,0
2075,3,3
2076,3. Probabilistic Methods,3
2077,Probabilistic Methods,3
2078,Genetic Algorithms,1
2079,Probabilistic Methods,3
2080,2. Neural Networks,2
2081,Genetic Algorithms,1
2082,1. Genetic Algorithms,1
2083,Neural Networks,2
2084,Genetic Algorithms,1
2085,Genetic Algorithms,1
2086,Genetic Algorithms,1
2087,Genetic Algorithms,1
2088,1. Genetic Algorithms,1
2089,Genetic Algorithms,1
2090,1. Genetic Algorithms,1
2091,Probabilistic Methods,3
2092,Genetic Algorithms,1
2093,1,1
2094,1. Genetic Algorithms,1
2095,1. Genetic Algorithms,1
2096,Genetic Algorithms,1
2097,2. Genetic Algorithms,1
2098,1. Genetic Algorithms,1
2099,Genetic Algorithms,1
2100,Theory,6
2101,Theory,6
2102,Rule Learning,5
2103,Genetic Algorithms,1
2104,5. Rule Learning,5
2105,Rule Learning,5
2106,1,1
2107,1,1
2108,Genetic Algorithms,1
2109,Theory,6
2110,Theory,6
2111,1. Genetic Algorithms,1
2112,1. Genetic Algorithms,1
2113,Neural Networks,2
2114,1. Genetic Algorithms,1
2115,Probabilistic Methods,3
2116,Case Based,0
2117,3,3
2118,3. Probabilistic Methods,3
2119,Probabilistic Methods,3
2120,Reinforcement Learning,4
2121,Reinforcement Learning,4
2122,Reinforcement Learning,4
2123,1. Genetic Algorithms,1
2124,3. Probabilistic Methods,3
2125,Genetic Algorithms,1
2126,1. Genetic Algorithms,1
2127,Neural Networks,2
2128,3. Probabilistic Methods,3
2129,3,3
2130,4. Reinforcement Learning,4
2131,3,3
2132,Theory,6
2133,Case Based,0
2134,Theory,6
2135,6,6
2136,Genetic Algorithms,1
2137,1,1
2138,1. Genetic Algorithms,1
2139,3. Probabilistic Methods,3
2140,3. Probabilistic Methods,3
2141,3. Probabilistic Methods,3
2142,3. Probabilistic Methods,3
